5155|4147|2
5156|2694|2
5157|710|2
5157|1405|2
5157|5042|2
5158|5218|2
5162|783|2
5164|5223|2
5165|4584|2
5167|2269|2
5167|2325|2
5169|558|2
5171|2280|2
5171|2292|2
5172|2286|2
5172|2293|2
5172|3225|2
5173|2702|2
5174|2702|2
5178|100039|2
5179|4966|2
5180|4649|2
5183|200232|2
5186|326|2
5186|900|2
5186|924|2
5187|3476|2
5191|4832|2
5192|906|2
5192|1982|2
5192|2030|2
5192|4311|2
5192|4847|2
5192|5050|2
5193|4697|2
5194|3805|2
5196|1774|2
5196|4723|2
5197|1774|2
5197|4723|2
5198|3764|2
5200|5138|2
5201|4832|2
5202|1413|2
5203|4280|2
5204|4280|2
5211|584|2
5213|567|2
5215|2057|2
5215|4450|2
5215|5030|2
5215|554|2
5216|586|2
5217|585|2
5218|590|2
5218|1756|2
5218|5040|2
5219|2285|2
5219|2290|2
5220|4221|2
5223|1975|2
5224|4370|2
5225|2712|2
5229|4583|2
5230|964|2
5231|1336|2
5231|3469|2
5232|4702|2
5233|4283|2
5234|4342|2
5235|5140|2
5238|39|2
5238|794|2
5238|1050|2
5238|4415|2
5238|4502|2
5238|4917|2
5240|2696|2
5241|4204|2
5244|3765|2
5247|1037|2
5248|3842|2
5249|3804|2
5251|2841|2
5257|412|2
5258|2495|2
5258|4867|2
5261|3659|2
5262|41|2
5262|728|2
5262|3703|2
5263|3659|2
5264|146|2
5265|4009|2
5268|1030|2
5270|996|2
5272|3826|2
5274|3482|2
5276|4215|2
5276|4365|2
5278|1776|2
5278|4730|2
5280|1033|2
5280|4405|2
5280|4417|2
5280|4462|2
5280|4970|2
5280|4979|2
5287|3103|2
5288|2279|2
5290|154|2
5291|2114|2
5292|36|2
5292|403|2
5292|1375|2
5292|1866|2
5292|1944|2
5292|2494|2
5292|4866|2
5292|4910|2
5292|5067|2
5293|1038|2
5294|1335|2
5294|2408|2
5295|1176|2
5296|4650|2
5297|4282|2
5298|3341|2
5298|3443|2
5299|3794|2
5304|142|2
5305|36|2
5305|403|2
5305|1375|2
5305|1866|2
5305|1944|2
5305|2494|2
5305|4866|2
5305|4910|2
5305|5067|2
5306|907|2
5306|1844|2
5306|2692|2
5306|4829|2
5307|4292|2
5313|1357|2
5315|144|2
5317|701|2
5318|2057|2
5318|4450|2
