1|58
2|48
3|48
4|48
5|3
6|48
7|3
8|48
9|1
10|42
11|48
12|48
13|48
14|3
15|3
16|3
17|48
18|48
19|48
20|48
21|48
22|48
23|48
24|48
25|48
26|35
27|42
36|57
37|57
38|57
39|57
40|57
41|57
42|57
43|48
44|48
45|48
46|48
47|48
48|48
49|48
50|48
51|48
52|48
53|48
57|48
58|48
59|48
60|48
61|48
62|48
63|48
64|48
65|48
66|48
67|48
68|48
69|48
70|48
71|48
72|48
73|48
74|48
75|48
76|48
77|48
78|48
79|48
80|48
81|48
82|48
83|48
84|48
85|48
86|48
87|48
88|48
89|48
90|48
91|48
92|48
93|48
94|48
95|48
96|48
97|48
98|48
99|48
100|48
101|48
102|48
103|48
104|48
105|48
106|48
107|48
108|48
109|48
110|48
111|48
112|48
113|48
114|48
115|48
116|48
117|48
118|48
119|48
120|48
121|48
122|48
123|48
124|48
125|48
126|48
127|48
128|48
129|48
130|48
131|48
132|48
133|48
134|48
135|48
136|48
137|48
138|48
139|48
140|48
141|48
142|48
143|48
144|48
145|48
146|42
147|42
148|3
149|48
150|48
151|48
152|48
153|48
154|48
155|48
156|42
157|3
158|42
159|48
160|3
161|3
162|48
163|48
164|3
165|48
166|48
167|3
168|3
169|48
170|42
171|42
172|48
173|3
174|48
175|3
176|48
177|42
178|3
179|3
180|3
181|3
182|42
183|42
184|42
185|42
186|3
187|47
188|48
189|42
190|42
191|3
192|42
193|48
194|3
195|48
196|48
197|3
198|48
199|48
200|42
201|3
202|42
203|48
204|48
205|48
206|48
207|3
208|48
209|3
210|48
211|47
212|3
213|48
214|48
215|3
216|48
217|48
218|42
219|3
220|42
221|48
222|3
223|48
224|48
225|42
226|42
227|42
228|48
229|48
230|42
231|3
232|42
233|48
234|3
235|3
236|48
237|3
238|48
239|48
240|3
241|48
242|48
243|48
244|48
245|48
246|48
247|48
248|48
249|48
250|48
251|48
252|48
253|48
254|48
255|48
256|48
257|48
258|48
259|48
260|48
261|48
262|48
263|48
264|48
265|48
266|48
267|48
268|48
269|48
270|48
271|48
273|48
274|48
275|3
276|3
277|3
278|3
279|3
280|3
281|3
282|3
283|48
284|48
285|48
286|42
287|48
288|48
289|48
290|47
291|47
292|48
293|48
294|48
295|48
296|48
297|48
298|48
299|48
300|42
301|3
302|3
303|42
304|48
305|48
306|48
307|48
308|48
309|16
310|42
313|48
314|48
315|48
316|48
317|48
318|48
319|48
320|48
321|48
322|48
323|47
324|48
325|48
326|48
327|48
328|48
329|48
330|48
331|48
332|48
334|48
335|2
336|2
337|2
338|2
339|2
340|2
341|48
342|48
343|48
344|48
345|48
346|48
347|48
348|4
349|48
350|48
351|48
352|48
355|48
356|48
357|48
358|48
359|48
360|48
361|3
362|48
363|48
364|2
365|48
366|2
367|2
368|48
369|3
370|2
371|42
372|48
373|48
374|48
375|48
376|48
377|48
378|48
379|48
380|48
385|56
394|48
395|48
396|48
397|48
398|48
399|48
400|47
401|48
403|3
404|3
405|3
406|3
407|3
408|48
409|48
410|48
411|48
412|3
413|3
414|3
415|3
416|48
417|48
418|48
419|48
420|48
421|35
422|48
423|42
424|48
425|48
426|48
427|48
428|48
429|48
430|48
431|48
432|42
434|42
448|48
449|42
450|42
451|48
452|42
453|42
454|42
455|42
456|42
457|42
458|42
459|42
460|42
461|42
462|48
463|48
464|48
465|48
466|48
467|48
468|48
469|42
470|42
471|42
472|42
473|42
474|42
475|48
476|48
477|48
478|48
479|3
480|48
481|48
482|48
483|48
484|48
485|48
486|48
487|48
488|48
489|48
490|48
491|48
492|48
493|48
494|46
495|16
496|16
497|16
498|42
499|42
500|42
501|42
502|42
503|42
504|42
505|48
506|48
507|48
508|48
509|48
510|48
511|2
512|2
513|57
514|48
515|48
516|48
517|3
518|48
519|48
520|48
521|35
522|48
523|48
524|42
525|48
526|48
527|48
528|35
529|48
530|42
531|42
532|48
534|48
535|48
536|48
537|48
538|16
539|48
540|48
541|48
542|48
543|48
544|48
547|56
548|56
549|42
550|42
551|42
552|42
553|42
554|42
555|42
556|42
557|42
558|3
559|3
560|3
561|3
562|48
563|3
564|3
565|3
566|48
567|48
568|48
569|48
570|48
571|48
572|3
573|48
574|48
575|48
576|42
577|4
578|48
579|48
580|55
581|48
582|55
583|48
584|48
585|55
586|47
587|48
588|48
589|48
590|48
591|48
592|48
593|48
594|48
595|42
596|48
597|48
598|48
599|48
600|48
601|48
602|48
603|48
604|48
605|48
606|48
607|48
608|48
609|48
610|48
611|48
612|48
613|48
614|48
615|48
616|48
617|48
618|48
619|48
620|48
621|48
622|48
623|48
624|48
625|48
626|48
627|48
628|48
629|48
630|48
631|48
632|3
633|3
634|3
635|48
636|48
637|48
638|48
639|48
640|48
641|48
642|48
643|48
644|3
645|48
646|48
647|48
648|48
649|48
650|48
651|48
652|48
653|48
654|55
655|48
656|55
657|48
658|42
659|42
660|48
661|48
662|3
663|48
664|42
665|3
666|48
667|3
668|3
669|3
670|48
671|48
672|48
673|47
674|47
675|47
676|46
677|48
678|48
679|48
680|35
681|35
682|35
683|42
684|47
685|48
686|48
687|48
688|48
689|48
690|48
691|48
692|48
693|48
694|48
695|48
696|48
697|48
698|48
699|48
700|48
701|48
702|48
703|48
704|48
705|48
706|48
707|48
708|48
709|48
710|48
711|48
712|48
713|48
714|48
715|48
716|48
717|48
718|48
719|48
720|48
721|48
722|48
723|48
724|48
725|48
726|48
727|48
728|48
729|48
730|48
731|48
732|48
733|48
734|48
735|47
736|47
737|48
738|48
739|2
740|3
741|3
742|3
743|3
744|58
745|58
746|58
747|3
748|3
749|3
750|3
751|42
752|60
753|48
754|4
755|4
757|3
758|3
759|3
760|47
761|48
762|48
763|48
764|48
765|48
766|48
767|3
768|48
769|48
770|48
771|48
772|48
773|48
774|48
775|48
776|48
777|48
778|48
779|48
780|48
781|48
782|48
783|48
784|48
785|48
786|48
787|48
788|48
789|48
790|48
791|48
792|48
793|48
794|48
795|48
796|48
797|48
798|48
799|48
800|48
801|48
802|48
803|48
804|48
805|48
806|48
807|48
808|42
809|42
810|26
811|26
812|26
813|26
814|26
815|26
816|48
817|48
818|46
819|3
820|48
821|48
822|48
823|48
824|48
825|48
826|48
827|48
828|3
829|48
830|48
832|48
833|48
834|2
835|48
836|48
837|48
838|48
839|57
841|42
842|48
843|56
844|56
845|56
846|16
847|16
