1|4937|3815
2|2417|823
3|2417|819
4|2417|818
5|3703|200019
6|728|200019
7|41|200019
8|3703|200026
9|728|200026
10|41|200026
11|3703|200026
12|728|200026
13|41|200026
14|3703|200026
15|728|200026
16|41|200026
17|3703|200020
18|728|200020
19|41|200020
20|3703|200020
21|728|200020
22|41|200020
23|3703|726
24|728|726
25|41|726
26|3703|5162
27|728|5162
28|41|5162
29|3703|200062
30|728|200062
31|41|200062
32|3703|200080
33|728|200080
34|41|200080
35|3703|200088
36|728|200088
37|41|200088
38|3703|200088
39|728|200088
40|41|200088
41|3703|200089
42|728|200089
43|41|200089
44|3703|200090
45|728|200090
46|41|200090
47|3703|200090
48|728|200090
49|41|200090
50|3703|200091
51|728|200091
52|41|200091
53|3703|200090
54|728|200090
55|41|200090
56|3703|200094
57|728|200094
58|41|200094
59|3703|200100
60|728|200100
61|41|200100
62|3703|3103
63|728|3103
64|41|3103
65|3703|3103
66|728|3103
67|41|3103
68|3703|3106
69|728|3106
70|41|3106
71|3703|200142
72|728|200142
73|41|200142
74|3703|727
75|728|727
76|41|727
77|3703|200145
78|728|200145
79|41|200145
80|3703|200151
81|728|200151
82|41|200151
83|5043|5160
84|2146|5160
85|3554|3202
86|5173|200077
87|5170|200077
88|4813|1627
89|2801|1627
90|2029|1627
91|1828|1627
92|4813|5044
93|4813|3330
94|2801|5044
95|2801|3330
96|2029|5044
97|2029|3330
98|1828|5044
99|1828|3330
100|4813|1626
101|2801|1626
102|2029|1626
103|1828|1626
104|4813|1625
105|2801|1625
106|2029|1625
107|1828|1625
108|4813|1629
109|2801|1629
110|2029|1629
111|1828|1629
112|4813|1623
113|2801|1623
114|2029|1623
115|1828|1623
116|1649|200053
117|1338|200053
118|200003|1643
119|200004|200016
120|200004|200030
121|200004|200000
122|200004|200112
123|200005|100005
124|200005|996
125|200006|200007
126|200006|200037
127|200006|200104
128|200006|200139
129|200006|200141
130|200007|200006
131|200007|2732
132|200007|4817
133|200007|2725
134|200007|2068
135|200007|2830
136|200007|2827
137|200007|2158
138|200007|1692
139|200007|2899
140|200007|2832
141|200007|2898
142|200007|200139
143|200007|200141
144|200007|2738
145|200007|200148
146|200007|2831
147|3280|200127
148|3603|82
149|3603|1538
150|3603|4817
151|3603|2725
152|3603|2068
153|3603|2829
154|3603|1699
155|2427|2732
156|2427|4817
157|2427|2725
158|2427|2068
159|2427|2830
160|2427|2827
161|2427|2158
162|2427|1692
163|2427|2898
164|1618|5044
165|1618|3330
166|1618|2830
167|1618|996
168|1618|1534
169|3535|200026
170|3535|3333
171|3535|2908
172|3535|3109
173|3535|200132
174|3535|200144
175|3535|4839
176|3535|2881
177|200008|200033
178|200008|200035
179|200008|200095
180|200008|2412
181|585|200026
182|100004|100031
183|5172|200032
184|3249|200026
185|3249|200026
186|3249|5102
187|3249|5069
188|3249|4908
189|3249|4865
190|3249|4436
191|3249|2487
192|3249|2049
193|3249|1951
194|3249|1880
195|3249|1380
196|3249|35
197|3249|5102
198|3249|5069
199|3249|4908
200|3249|4865
201|3249|4436
202|3249|2487
203|3249|2049
204|3249|1951
205|3249|1880
206|3249|1380
207|3249|35
208|200009|200009
209|200009|2823
210|200009|2124
211|200009|358
212|200009|14
213|200009|3493
214|200009|2628
215|200009|5044
216|200009|3330
217|200009|2798
218|200009|361
219|200009|200055
220|200009|200063
221|200009|200124
222|200009|5093
223|200009|5059
224|200009|4818
225|200009|3331
226|200009|2099
227|1016|200026
228|1016|200050
229|1016|200052
230|1016|5044
231|1016|3330
232|1016|200060
233|1016|1538
234|1016|1458
235|1016|5083
236|1016|5006
237|1016|4494
238|1016|3640
239|1016|3629
240|1016|1786
241|1016|1385
242|1016|1006
243|1016|443
244|1016|200126
245|1016|1623
246|1016|3331
247|1016|2099
248|1016|1534
249|2823|200009
250|2124|200009
251|358|200009
252|14|200009
253|2823|5044
254|2823|3330
255|2124|5044
256|2124|3330
257|358|5044
258|358|3330
259|14|5044
260|14|3330
261|2823|3331
262|2823|2099
263|2124|3331
264|2124|2099
265|358|3331
266|358|2099
267|14|3331
268|14|2099
269|2823|2907
270|2124|2907
271|358|2907
272|14|2907
273|200010|4220
274|200010|3685
275|200010|2922
276|200010|4221
277|200010|2920
278|3323|3314
279|200011|200011
280|200011|200042
281|200011|200043
282|200011|4218
283|200012|200107
284|200013|200107
285|200014|200029
286|200014|5044
287|200014|3330
288|200014|490
289|200014|488
290|200014|487
291|200014|486
292|200014|485
293|200014|484
294|200014|483
295|200014|481
296|200014|480
297|200014|479
298|200014|478
299|200014|477
300|200014|476
301|200014|474
302|200014|473
303|200014|472
304|200014|471
305|200014|470
306|200014|468
307|200014|467
308|200014|466
309|200014|465
310|200014|464
311|200014|463
312|200014|462
313|200014|532
314|200014|200138
315|200015|200026
316|200016|200004
317|200016|200051
318|200016|200052
319|200016|2851
320|200016|4557
321|200016|4504
322|200016|1029
323|200016|200140
324|200016|200141
325|200017|200053
326|200018|200027
327|200018|2845
328|200019|3703
329|200019|728
330|200019|41
331|200019|200020
332|200019|200066
333|200019|200064
334|200019|3953
335|200019|936
336|200019|948
337|200019|945
338|200019|936
339|200019|931
340|200019|623
341|200019|622
342|200019|621
343|200019|620
344|200019|619
345|200019|618
346|200019|617
347|200021|200026
348|200021|200087
349|200021|200142
350|200022|200022
351|200023|200052
352|200024|200027
353|200024|1458
354|200024|2845
355|200025|200111
356|200025|200025
357|200025|200052
358|200025|4924
359|200025|4206
360|200025|3479
361|200026|200053
362|200026|3703
363|200026|728
364|200026|41
365|200026|3535
366|200026|585
367|200026|3249
368|200026|3249
369|200026|1016
370|200026|200015
371|200026|200021
372|200026|200027
373|200026|200020
374|200026|256
375|200026|1627
376|200026|3333
377|200026|3542
378|200026|1195
379|200026|2641
380|200026|2662
381|200026|2643
382|200026|2654
383|200026|82
384|200026|237
385|200026|3545
386|200026|1643
387|200026|200057
388|200026|2378
389|200026|5162
390|200026|4367
391|200026|4365
392|200026|4215
393|200026|2154
394|200026|1687
395|200026|2922
396|200026|200073
397|200026|2829
398|200026|1699
