1|68586203|||68586203|1
2|63068541|||63068541|1
3|68166740|||68166740|1
4|69681953|||69681953|1
5|61266250|||61266250|1
6|62869109|||62869109|1
7|61855042|||61855042|1
8|63769745|||63769745|1
9|69944799|||69944799|1
10|66207341|||66207341|1
11|63799457|||63799457|1
12|66468875|||66468875|1
13|63931058|||63931058|1
14|67527942|||67527942|1
15|64144209|||64144209|1
16|65693157|||65693157|1
17|64055988|||64055988|1
18|65198099|||65198099|1
19|61815891|||61815891|1
20|64224801|||64224801|1
21|66791654|||66791654|1
22|61313611|||61313611|1
23|68455780|||68455780|1
24|60599533|||60599533|1
25|69174761|||69174761|1
26|69641873|||69641873|1
27|68739019|||68739019|1
28|64746151|||64746151|1
29|62446415|||62446415|1
30|62446881|||62446881|1
31|60533273|||60533273|1
32|63070791|||63070791|1
33|65212403|||65212403|1
34|68260517|||68260517|1
35|63773996|||63773996|1
36|68336954|||68336954|1
37|67144513|||67144513|1
38|61464150|||61464150|1
39|60282999|||60282999|1
40|68138082|||68138082|1
41|63451714|||63451714|1
42|61578296|||61578296|1
43|64728712|||64728712|1
44|63185053|||63185053|1
45|67616978|||67616978|1
46|65555163|||65555163|1
47|63500136|||63500136|1
48|62833892|||62833892|1
49|65714256|||65714256|1
50|64127672|||64127672|1
51|69116854|||69116854|1
52|67901945|||67901945|1
53|64493666|||64493666|1
54|67627711|||67627711|1
55|61278936|||61278936|1
56|69430342|||69430342|1
57|63880820|||63880820|1
58|68935135|||68935135|1
59|66616893|||66616893|1
60|65363736|||65363736|1
61|63905355|||63905355|1
62|60852602|||60852602|1
63|66904792|||66904792|1
64|62096139|||62096139|1
65|68071324|||68071324|1
66|69764210|||69764210|1
67|65637614|||65637614|1
68|60281598|||60281598|1
69|64021217|||64021217|1
70|67787559|||67787559|1
71|69461099|||69461099|1
72|63874155|||63874155|1
73|62736265|||62736265|1
74|62015991|||62015991|1
75|63410614|||63410614|1
76|68657967|||68657967|1
77|67771398|||67771398|1
78|62500717|||62500717|1
79|62995086|||62995086|1
80|66775098|||66775098|1
81|65521830|||65521830|1
82|67470053|||67470053|1
83|67951019|||67951019|1
84|62101141|||62101141|1
85|64304820|||64304820|1
86|67050875|||67050875|1
87|64847741|||64847741|1
88|62604153|||62604153|1
89|64713870|||64713870|1
90|63466246|||63466246|1
91|69877717|||69877717|1
92|65842957|||65842957|1
93|60477038|||60477038|1
94|63151492|||63151492|1
95|61003712|||61003712|1
96|68600724|||68600724|1
97|63092688|||63092688|1
98|65007843|||65007843|1
99|62650841|||62650841|1
100|65319558|||65319558|1
101|65900339|||65900339|1
102|67552319|||67552319|1
103|60899178|||60899178|1
104|67588728|||67588728|1
105|69455160|||69455160|1
106|61722184|||61722184|1
107|65414091|||65414091|1
108|65230796|||65230796|1
109|60406938|||60406938|1
110|67443608|||67443608|1
111|63455260|||63455260|1
112|62332237|||62332237|1
113|62599496|||62599496|1
114|66639931|||66639931|1
115|69255829|||69255829|1
116|63302282|||63302282|1
117|63163968|||63163968|1
118|68096854|||68096854|1
119|69148542|||69148542|1
120|66398010|||66398010|1
121|62784356|||62784356|1
122|67560611|||67560611|1
123|69896678|||69896678|1
124|68043798|||68043798|1
125|66895699|||66895699|1
126|60946585|||60946585|1
127|61827388|||61827388|1
128|64581618|||64581618|1
129|61456043|||61456043|1
130|68600521|||68600521|1
131|61362245|||61362245|1
132|65483582|||65483582|1
133|63976701|||63976701|1
134|68627447|||68627447|1
135|68047088|||68047088|1
136|66886216|||66886216|1
137|67494823|||67494823|1
138|64566705|||64566705|1
139|67423954|||67423954|1
140|65395036|||65395036|1
141|60373477|||60373477|1
142|66612012|||66612012|1
143|65966905|||65966905|1
144|68623395|||68623395|1
145|65786152|||65786152|1
146|68981257|||68981257|1
147|62104835|||62104835|1
148|62022480|||62022480|1
149|61683272|||61683272|1
150|67225221|||67225221|1
151|69113107|||69113107|1
152|60163571|||60163571|1
153|67810748|||67810748|1
154|64647025|||64647025|1
155|68888917|||68888917|1
156|64209226|||64209226|1
157|67363642|||67363642|1
158|61178188|||61178188|1
159|60111197|||60111197|1
160|64858307|||64858307|1
161|68102563|||68102563|1
162|61129629|||61129629|1
163|62485208|||62485208|1
164|68303445|||68303445|1
165|62970791|||62970791|1
166|69175190|||69175190|1
167|67344332|||67344332|1
168|61938584|||61938584|1
169|62945806|||62945806|1
170|69321617|||69321617|1
171|60211016|||60211016|1
172|60418673|||60418673|1
173|62891447|||62891447|1
174|64776881|||64776881|1
175|65143163|||65143163|1
176|60831049|||60831049|1
177|66028616|||66028616|1
178|67679551|||67679551|1
179|64052668|||64052668|1
180|61355044|||61355044|1
181|61844163|||61844163|1
182|62102357|||62102357|1
183|60220556|||60220556|1
184|60138130|||60138130|1
185|69513560|||69513560|1
186|65850466|||65850466|1
187|62086337|||62086337|1
188|67720806|||67720806|1
189|65657976|||65657976|1
190|69258501|||69258501|1
191|60126377|||60126377|1
192|60890745|||60890745|1
193|67260521|||67260521|1
194|69540696|||69540696|1
195|67975397|||67975397|1
196|68976114|||68976114|1
197|61019887|||61019887|1
198|60446758|||60446758|1
199|68514937|||68514937|1
200|67405828|||67405828|1
201|64335100|||64335100|1
202|61257365|||61257365|1
203|64038597|||64038597|1
204|64264557|||64264557|1
205|65557125|||65557125|1
206|68443237|||68443237|1
207|69626227|||69626227|1
208|67692876|||67692876|1
209|68474955|||68474955|1
210|64929843|||64929843|1
211|68131255|||68131255|1
212|64743867|||64743867|1
213|68302090|||68302090|1
214|68879875|||68879875|1
215|63718583|||63718583|1
216|66342360|||66342360|1
217|62566877|||62566877|1
218|63505966|||63505966|1
219|68887509|||68887509|1
220|64330587|||64330587|1
221|62174876|||62174876|1
222|60799637|||60799637|1
223|68814411|||68814411|1
224|68131903|||68131903|1
225|60690196|||60690196|1
226|61566881|||61566881|1
227|67104853|||67104853|1
228|67729552|||67729552|1
229|68560639|||68560639|1
230|68268325|||68268325|1
231|60311803|||60311803|1
232|65688740|||65688740|1
233|66086740|||66086740|1
234|63370689|||63370689|1
235|62842674|||62842674|1
236|64855318|||64855318|1
237|64941728|||64941728|1
238|60964409|||60964409|1
239|69180611|||69180611|1
240|66005293|||66005293|1
241|66626414|||66626414|1
242|69459365|||69459365|1
243|67326334|||67326334|1
244|68856990|||68856990|1
245|60109381|||60109381|1
246|69422961|||69422961|1
247|69784280|||69784280|1
248|61838744|||61838744|1
249|68157307|||68157307|1
250|62426512|||62426512|1
251|68596051|||68596051|1
252|63281774|||63281774|1
253|62311353|||62311353|1
254|68229767|||68229767|1
255|67464926|||67464926|1
256|63174719|||63174719|1
257|60165024|||60165024|1
258|61564065|||61564065|1
259|64500089|||64500089|1
260|65533900|||65533900|1
261|61886034|||61886034|1
262|66712112|||66712112|1
263|60419298|||60419298|1
264|67656556|||67656556|1
265|60567044|||60567044|1
266|68659822|||68659822|1
267|62067059|||62067059|1
268|62232315|||62232315|1
269|63525488|||63525488|1
270|68417178|||68417178|1
271|66477358|||66477358|1
272|62896953|||62896953|1
273|68502917|||68502917|1
274|69448600|||69448600|1
275|68762562|||68762562|1
276|63823011|||63823011|1
277|64944927|||64944927|1
278|64108825|||64108825|1
279|63861752|||63861752|1
280|66343989|||66343989|1
281|66317834|||66317834|1
282|67676765|||67676765|1
283|68647688|||68647688|1
284|66694073|||66694073|1
285|64593392|||64593392|1
286|69647680|||69647680|1
287|60239439|||60239439|1
