1|A|1
2|A01|1
3|A01A|1
4|A01AA|1
5|A01AA01|1
6|A01AA02|1
7|A01AA03|1
8|A01AA04|1
9|A01AA30|1
10|A01AA51|1
11|A01AB|1
12|A01AB02|1
13|A01AB03|1
14|A01AB04|1
15|A01AB05|1
16|A01AB06|1
17|A01AB07|1
18|A01AB08|1
19|A01AB09|1
20|A01AB10|1
21|A01AB11|1
22|A01AB12|1
23|A01AB13|1
24|A01AB14|1
25|A01AB15|1
26|A01AB16|1
27|A01AB17|1
28|A01AB18|1
29|A01AB19|1
30|A01AB21|1
31|A01AB22|1
32|A01AB23|1
33|A01AC|1
34|A01AC01|1
35|A01AC02|1
36|A01AC03|1
37|A01AC54|1
38|A01AD|1
39|A01AD01|1
40|A01AD02|1
41|A01AD05|1
42|A01AD06|1
43|A01AD07|1
44|A01AD08|1
45|A01AD11|1
46|A02|1
47|A02A|1
48|A02AA|1
49|A02AA01|1
50|A02AA02|1
51|A02AA03|1
52|A02AA04|1
53|A02AA05|1
54|A02AA10|1
55|A02AB|1
56|A02AB01|1
57|A02AB02|1
58|A02AB03|1
59|A02AB04|1
60|A02AB05|1
61|A02AB06|1
62|A02AB07|1
63|A02AB10|1
64|A02AC|1
65|A02AC01|1
66|A02AC02|1
67|A02AC10|1
68|A02AD|1
69|A02AD01|1
70|A02AD02|1
71|A02AD03|1
72|A02AD04|1
73|A02AD05|1
74|A02AF|1
75|A02AF01|1
76|A02AF02|1
77|A02AG|1
78|A02AH|1
79|A02AX|1
80|A02B|1
81|A02BA|1
82|A02BA01|1
83|A02BA02|1
84|A02BA03|1
85|A02BA04|1
86|A02BA05|1
87|A02BA06|1
88|A02BA07|1
89|A02BA08|1
90|A02BA51|1
91|A02BA53|1
92|A02BB|1
93|A02BB01|1
94|A02BB02|1
95|A02BC|1
96|A02BC01|1
97|A02BC02|1
98|A02BC03|1
99|A02BC04|1
100|A02BC05|1
101|A02BD|1
102|A02BD01|1
103|A02BD02|1
104|A02BD03|1
105|A02BD04|1
106|A02BD05|1
107|A02BD06|1
108|A02BD07|1
109|A02BX|1
110|A02BX01|1
111|A02BX02|1
112|A02BX03|1
113|A02BX04|1
114|A02BX05|1
115|A02BX06|1
116|A02BX07|1
117|A02BX08|1
118|A02BX09|1
119|A02BX10|1
120|A02BX11|1
121|A02BX12|1
122|A02BX13|1
123|A02BX51|1
124|A02BX71|1
125|A02BX77|1
126|A02X|1
127|A03|1
128|A03A|1
129|A03AA|1
130|A03AA01|1
131|A03AA03|1
132|A03AA04|1
133|A03AA05|1
134|A03AA06|1
135|A03AA07|1
136|A03AA08|1
137|A03AA09|1
138|A03AA30|1
139|A03AB|1
140|A03AB01|1
141|A03AB02|1
142|A03AB03|1
143|A03AB04|1
144|A03AB05|1
145|A03AB06|1
146|A03AB07|1
147|A03AB08|1
148|A03AB09|1
149|A03AB10|1
150|A03AB11|1
151|A03AB12|1
152|A03AB13|1
153|A03AB14|1
154|A03AB15|1
155|A03AB16|1
156|A03AB17|1
157|A03AB18|1
158|A03AB19|1
159|A03AB21|1
160|A03AB53|1
161|A03AC|1
162|A03AC02|1
163|A03AC04|1
164|A03AC05|1
165|A03AD|1
166|A03AD01|1
167|A03AD02|1
168|A03AD30|1
169|A03AD51|1
170|A03AE|1
171|A03AE01|1
172|A03AE02|1
173|A03AX|1
174|A03AX01|1
175|A03AX02|1
176|A03AX03|1
177|A03AX04|1
178|A03AX05|1
179|A03AX06|1
180|A03AX07|1
181|A03AX08|1
182|A03AX09|1
183|A03AX10|1
184|A03AX11|1
185|A03AX12|1
186|A03AX13|1
187|A03AX30|1
188|A03AX58|1
189|A03B|1
190|A03BA|1
191|A03BA01|1
192|A03BA03|1
193|A03BA04|1
194|A03BB|1
195|A03BB01|1
196|A03BB02|1
197|A03BB03|1
198|A03BB04|1
199|A03BB05|1
200|A03C|1
201|A03CA|1
202|A03CA01|1
203|A03CA02|1
204|A03CA03|1
205|A03CA04|1
206|A03CA05|1
207|A03CA06|1
208|A03CA07|1
209|A03CA08|1
210|A03CA30|1
211|A03CA34|1
212|A03CB|1
213|A03CB01|1
214|A03CB02|1
215|A03CB03|1
216|A03CB04|1
217|A03CB31|1
218|A03CC|1
219|A03D|1
220|A03DA|1
221|A03DA01|1
222|A03DA02|1
223|A03DA03|1
224|A03DA04|1
225|A03DA05|1
226|A03DA06|1
227|A03DA07|1
228|A03DB|1
229|A03DB04|1
230|A03DC|1
231|A03E|1
232|A03EA|1
233|A03ED|1
234|A03F|1
235|A03FA|1
236|A03FA01|1
237|A03FA02|1
238|A03FA03|1
239|A03FA04|1
240|A03FA05|1
241|A03FA06|1
242|A04|1
243|A04A|1
244|A04AA|1
245|A04AA01|1
246|A04AA02|1
247|A04AA03|1
248|A04AA04|1
249|A04AD|1
250|A04AD01|1
251|A04AD02|1
252|A04AD04|1
253|A04AD05|1
254|A04AD10|1
255|A04AD11|1
256|A04AD12|1
257|A04AD13|1
258|A04AD51|1
259|A04AD54|1
260|A05|1
261|A05A|1
262|A05AA|1
263|A05AA01|1
264|A05AA02|1
265|A05AA03|1
266|A05AB|1
267|A05AB01|1
268|A05AX|1
269|A05AX01|1
270|A05AX02|1
271|A05AX03|1
272|A05B|1
273|A05BA|1
274|A05BA01|1
275|A05BA03|1
276|A05BA04|1
277|A05BA05|1
278|A05BA06|1
279|A05BA07|1
280|A05C|1
281|A06|1
282|A06A|1
283|A06AA|1
284|A06AA01|1
285|A06AA02|1
286|A06AA51|1
287|A06AB|1
288|A06AB01|1
289|A06AB02|1
290|A06AB03|1
291|A06AB04|1
292|A06AB05|1
293|A06AB06|1
294|A06AB07|1
295|A06AB08|1
296|A06AB09|1
297|A06AB20|1
298|A06AB30|1
299|A06AB52|1
300|A06AB53|1
301|A06AB56|1
302|A06AB57|1
303|A06AB58|1
304|A06AC|1
305|A06AC01|1
306|A06AC02|1
307|A06AC03|1
308|A06AC05|1
309|A06AC06|1
310|A06AC07|1
311|A06AC08|1
312|A06AC51|1
313|A06AC53|1
314|A06AC55|1
315|A06AD|1
316|A06AD01|1
317|A06AD02|1
318|A06AD03|1
319|A06AD04|1
320|A06AD10|1
321|A06AD11|1
322|A06AD12|1
323|A06AD13|1
324|A06AD14|1
325|A06AD15|1
326|A06AD16|1
327|A06AD17|1
328|A06AD18|1
329|A06AD19|1
330|A06AD21|1
331|A06AD61|1
332|A06AD65|1
333|A06AG|1
334|A06AG01|1
335|A06AG02|1
336|A06AG03|1
337|A06AG04|1
338|A06AG06|1
339|A06AG07|1
340|A06AG10|1
341|A06AG11|1
342|A06AG20|1
343|A06AH|1
344|A06AH01|1
345|A06AH02|1
346|A06AX|1
347|A06AX01|1
348|A06AX02|1
349|A07|1
350|A07A|1
351|A07AA|1
352|A07AA01|1
353|A07AA02|1
354|A07AA03|1
355|A07AA04|1
356|A07AA05|1
357|A07AA06|1
358|A07AA07|1
359|A07AA08|1
360|A07AA09|1
361|A07AA10|1
362|A07AA11|1
363|A07AA51|1
364|A07AA54|1
365|A07AB|1
366|A07AB02|1
367|A07AB03|1
368|A07AB04|1
369|A07AC|1
370|A07AC01|1
371|A07AX|1
372|A07AX01|1
373|A07AX02|1
374|A07AX03|1
375|A07AX04|1
376|A07B|1
377|A07BA|1
378|A07BA01|1
379|A07BA51|1
380|A07BB|1
381|A07BC|1
382|A07BC01|1
383|A07BC02|1
384|A07BC03|1
385|A07BC04|1
386|A07BC05|1
387|A07BC30|1
388|A07BC54|1
389|A07C|1
390|A07CA|1
391|A07D|1
392|A07DA|1
393|A07DA01|1
394|A07DA02|1
395|A07DA03|1
396|A07DA04|1
397|A07DA05|1
398|A07DA52|1
399|A07DA53|1
400|A07E|1
401|A07EA|1
402|A07EA01|1
403|A07EA02|1
404|A07EA03|1
405|A07EA04|1
406|A07EA05|1
407|A07EA06|1
408|A07EA07|1
409|A07EB|1
410|A07EB01|1
411|A07EC|1
412|A07EC01|1
413|A07EC02|1
414|A07EC03|1
415|A07EC04|1
416|A07F|1
417|A07FA|1
418|A07FA01|1
419|A07FA02|1
420|A07FA51|1
421|A07X|1
422|A07XA|1
423|A07XA01|1
424|A07XA02|1
425|A07XA03|1
426|A07XA04|1
427|A07XA51|1
428|A08|1
429|A08A|1
430|A08AA|1
431|A08AA01|1
432|A08AA02|1
433|A08AA03|1
434|A08AA04|1
435|A08AA05|1
436|A08AA06|1
437|A08AA07|1
438|A08AA08|1
439|A08AA09|1
440|A08AA10|1
441|A08AA56|1
442|A08AB|1
443|A08AB01|1
444|A09|1
445|A09A|1
446|A09AA|1
447|A09AA01|1
448|A09AA02|1
449|A09AA03|1
450|A09AA04|1
451|A09AB|1
452|A09AB01|1
453|A09AB02|1
454|A09AB03|1
455|A09AB04|1
456|A09AC|1
457|A09AC01|1
458|A09AC02|1
459|A10|1
460|A10A|1
461|A10AB|1
462|A10AB01|1
463|A10AB02|1
464|A10AB03|1
465|A10AB04|1
466|A10AB05|1
467|A10AB06|1
468|A10AB30|1
469|A10AC|1
470|A10AC01|1
471|A10AC02|1
472|A10AC03|1
473|A10AC04|1
474|A10AC30|1
475|A10AD|1
476|A10AD01|1
477|A10AD02|1
478|A10AD03|1
479|A10AD04|1
480|A10AD05|1
481|A10AD30|1
482|A10AE|1
483|A10AE01|1
484|A10AE02|1
485|A10AE03|1
486|A10AE04|1
487|A10AE05|1
488|A10AE30|1
489|A10AF|1
490|A10AF01|1
491|A10B|1
492|A10BA|1
493|A10BA01|1
494|A10BA02|1
495|A10BA03|1
