186|P|6210|6211||
187|P|6212|6213||
188|P|6214|6215||
189|P|6216|6217||
190|P|6218|6219||
191|P|6220|6221||
192|P|6222|6223||
193|T|6224|6225||
194|P|6226|6227||
195|P|6228|6229||
196|P|6230|6231||
197|P|6232|6233||
198|P|6234|6235||
199|P|6236|6237||
200|D|6238|6239||
201|P|6240|6241||
202|P|6242|6243||
203|P|6244|6245||
204|P|6246|6247||
205|P|6248|6249||
206|P|6250|6251||
207|P|6252|6253||
208|P|6254|6255||
209|P|6256|6257||
210|P|6258|6259||
211|P|6260|6261||
212|C|6262|6263||
213|C|6264|6265||
214|P|6266|6267||
215|P|6268|6269||
216|P|6270|6271||
217|P|6272|6273||
218|P|6274|6275||
219|C|6276|6277||
220|P|6278|6279||
221|P|6280|6281||
222|P|6282|6283||
223|P|6284|6285||
224|P|6286|6287||
225|P|6288|6289||
226|P|6290|6291||
227|P|6292|6293||
228|P|6294|6295||
229|P|6296|6297||
230|P|6298|6299||
231|T|6300|6301||
232|P|6302|6303||
233|P|6304|6305||
234|P|6306|6307||
235|P|6308|6309||
236|P|6310|6311||
237|P|6312|6313||
238|D|6314|6315||
239|P|6316|6317||
240|P|6318|6319||
241|P|6320|6321||
242|P|6322|6323||
243|P|6324|6325||
244|P|6326|6327||
245|D|6328|6329||
246|P|6330|6331||
247|P|6332|6333||
248|P|6334|6335||
249|T|6336|6337||
250|P|6338|6339||
251|P|6340|6341||
252|P|6342|6343||
253|D|6344|6345||
254|T|6346|6347||
255|P|6348|6349||
256|P|6350|6351||
257|D|6352|6353||
258|P|6354|6355||
259|P|6356|6357||
260|DC|6358|6359||
261|C|6360|6361||
262|P|6362|6363||
263|T|6364|6365||
264|T|6366|6367||
265|T|6368|6369||
266|D|6370|6371||
267|D|6372|6373||
268|P|6374|6375||
269|D|6376|6377||
270|P|6378|6379||
271|D|6380|6381||
272|P|6382|6383||
273|C|6384|6385||
274|D|6386|6387||
275|PD|6388|6389||
276|C|6390|6391||
277|T|6392|6393||
278|T|6394|6395||
279|P|6396|6397||
280|T|6398|6399||
281|T|6400|6401||
282|T|6402|6403||
283|D|6404|6405||
284|T|6406|6407||
285|D|6408|6409||
286|P|6410|6411||
287|P|6412|6413||
288|P|6414|6415||
289|D|6416|6417||
290|T|6418|6419||
291|T|6420|6421||
292|T|6422|6423||
293|D|6424|6425||
294|TD|6426|6427||
295|P|6428|6429||
296|DC|6430|6431||
297|T|6432|6433||
298|P|6434|6435||
299|T|6436|6437||
300|P|6438|6439||
301|T|6440|6441||
302|D|6442|6443||
303|T|6444|6445||
304|D|6446|6447||
305|T|6448|6449||
306|P|6450|6451||
307|T|6452|6453||
308|D|6454|6455||
309|PDC|6456|6457||
310|PD|6458|6459||
311|P|6460|6461||
312|D|6462|6463||
313|P|6464|6465||
314|D|6466|6467||
315|T|6468|6469||
316|T|6470|6471||
317|T|6472|6473||
318|T|6474|6475||
319|T|6476|6477||
320|D|6478|6479||
321|P|6480|6481||
322|D|6482|6483||
323|T|6484|6485||
324|T|6486|6487||
325|T|6488|6489||
326|T|6490|6491||
327|T|6492|6493||
328|T|6494|6495||
329|D|6496|6497||
330|D|6498|6499||
331|T|6500|6501||
332|T|6502|6503||
333|T|6504|6505||
334|T|6506|6507||
335|D|6508|6509||
336|P|6510|6511||
337|C|6512|6513||
338|P|6514|6515||
339|C|6516|6517||
340|T|6518|6519||
341|D|6520|6521||
342|T|6522|6523||
343|P|6524|6525||
344|D|6526|6527||
345|D|6528|6529||
346|P|6530|6531||
347|D|6532|6533||
348|D|6534|6535||
349|D|6536|6537||
350|T|6538|6539||
351|D|6540|6541||
352|P|6542|6543||
353|P|6544|6545||
354|P|6546|6547||
355|P|6548|6549||
356|P|6550|6551||
357|P|6552|6553||
358|D|6554|6555||
359|D|6556|6557||
360|P|6558|6559||
361|C|6560|6561||
362|C|6562|6563||
363|C|6564|6565||
364|D|6566|6567||
365|C|6568|6569||
366|C|6570|6571||
367|P|6572|6573||
368|C|6574|6575||
369|C|6576|6577||
370|P|6578|6579||
371|T|6580|6581||
372|T|6582|6583||
373|D|6584|6585||
374|P|6586|6587||
375|P|6588|6589||
376|T|6590|6591||
377|P|6592|6593||
378|T|6594|6595||
379|T|6596|6597||
380|P|6598|6599||
381|T|6600|6601||
382|T|6602|6603||
383|T|6604|6605||
384|T|6606|6607||
385|D|6608|6609||
386|D|6610|6611||
387|C|6612|6613||
388|D|6614|6615||
389|C|6616|6617||
390|C|6618|6619||
391|C|6620|6621||
392|PD|6622|6623||
393|C|6624|6625||
394|C|6626|6627||
395|C|6628|6629||
396|P|6630|6631||
397|D|6632|6633||
398|C|6634|6635||
399|D|6636|6637||
400|P|6638|6639||
401|P|6640|6641||
402|P|6642|6643||
403|P|6644|6645||
404|D|6646|6647||
405|T|6648|6649||
406|P|6650|6651||
407|P|6652|6653||
408|T|6654|6655||
409|T|6656|6657||
410|D|6658|6659||
411|T|6660|6661||
412|C|6662|6663||
413|P|6664|6665||
414|P|6666|6667||
415|P|6668|6669||
416|P|6670|6671||
417|D|6672|6673||
418|P|6674|6675||
419|P|6676|6677||
420|C|6678|6679||
421|P|6680|6681||
422|T|6682|6683||
423|D|6684|6685||
424|D|6686|6687||
425|T|6688|6689||
426|T|6690|6691||
427|D|6692|6693||
428|C|6694|6695||
429|T|6696|6697||
430|P|6698|6699||
431|T|6700|6701||
432|P|6702|6703||
433|D|6704|6705||
434|P|6706|6707||
435|P|6708|6709||
436|P|6710|6711||
437|P|6712|6713||
438|D|6714|6715||
439|C|6716|6717||
440|P|6718|6719||
441|P|6720|6721||
442|P|6722|6723||
443|D|6724|6725||
444|D|6726|6727||
445|T|6728|6729||
446|P|6730|6731||
447|T|6732|6733||
448|P|6734|6735||
449|P|6736|6737||
450|P|6738|6739||
451|T|6740|6741||
452|T|6742|6743||
453|T|6744|6745||
454|P|6746|6747||
455|P|6748|6749||
456|T|6750|6751||
457|T|6752|6753||
458|P|6754|6755||
459|P|6756|6757||
460|P|6758|6759||
461|C|6760|6761||
462|C|6762|6763||
463|C|6764|6765||
464|C|6766|6767||
465|P|6768|6769||
466|P|6770|6771||
467|P|6772|6773||
468|T|6774|6775||
469|T|6776|6777||
470|T|6778|6779||
471|P|6780|6781||
472|D|6782|6783||
473|D|6784|6785||
474|P|6786|6787||
475|P|6788|6789||
476|D|6790|6791||
477|D|6792|6793||
478|T|6794|6795||
479|P|6796|6797||
480|D|6798|6799||
481|T|6800|6801||
482|T|6802|6803||
483|P|6804|6805||
484|P|6806|6807||
485|P|6808|6809||
486|P|6810|6811||
487|PC|6812|6813||
488|T|6814|6815||
489|P|6816|6817||
490|P|6818|6819||
491|P|6820|6821||
492|P|6822|6823||
493|P|6824|6825||
494|D|6826|6827||
495|P|6828|6829||
496|P|6830|6831||
497|P|6832|6833||
498|P|6834|6835||
499|D|6836|6837||
500|P|6838|6839||
501|D|6840|6841||
502|P|6842|6843||
503|P|6844|6845||
504|D|6846|6847||
505|P|6848|6849||
506|P|6850|6851||
507|P|6852|6853||
508|P|6854|6855||
509|P|6856|6857||
510|P|6858|6859||
511|D|6860|6861||
512|P|6862|6863||
513|P|6864|6865||
514|D|6866|6867||
515|D|6868|6869||
516|P|6870|6871||
517|P|6872|6873||
518|T|6874|6875||
519|T|6876|6877||
520|P|6878|6879||
521|P|6880|6881||
522|P|6882|6883||
523|P|6884|6885||
524|D|6886|6887||
525|P|6888|6889||
526|D|6890|6891||
527|C|6892|6893||
528|P|6894|6895||
529|P|6896|6897||
530|D|6898|6899||
531|P|6900|6901||
532|P|6902|6903||
533|P|6904|6905||
534|P|6906|6907||
535|P|6908|6909||
536|P|6910|6911||
537|P|6912|6913||
538|P|6914|6915||
539|T|6916|6917||
540|P|6918|6919||
541|P|6920|6921||
542|P|6922|6923||
543|D|6924|6925||
544|P|6926|6927||
545|T|6928|6929||
546|P|6930|6931||
547|C|6932|6933||
548|T|6934|6935||
549|D|6936|6937||
550|T|6938|6939||
551|P|6940|6941||
552|P|6942|6943||
553|P|6944|6945||
554|P|6946|6947||
555|C|6948|6949||
556|P|6950|6951||
557|T|6952|6953||
558|P|6954|6955||
559|P|6956|6957||
560|D|6958|6959||
561|P|6960|6961||
562|D|6962|6963||
563|T|6964|6965||
564|T|6966|6967||
565|D|6968|6969||
566|P|6970|6971||
567|D|6972|6973||
568|P|6974|6975||
569|P|6976|6977||
570|P|6978|6979||
571|P|6980|6981||
572|P|6982|6983||
573|P|6984|6985||
574|T|6986|6987||
575|P|6988|6989||
576|D|6990|6991||
577|D|6992|6993||
578|D|6994|6995||
579|D|6996|6997||
580|T|6998|6999||
581|D|7000|7001||
582|C|7002|7003||
583|P|7004|7005||
584|P|7006|7007||
585|P|7008|7009||
586|P|7010|7011||
587|P|7012|7013||
588|P|7014|7015||
589|P|7016|7017||
590|T|7018|7019||
591|P|7020|7021||
592|P|7022|7023||
593|P|7024|7025||
594|P|7026|7027||
595|D|7028|7029||
596|C|7030|7031||
597|P|7032|7033||
598|T|7034|7035||
599|T|7036|7037||
600|P|7038|7039||
601|P|7040|7041||
602|D|7042|7043||
603|P|7044|7045||
604|C|7046|7047||
605|P|7048|7049||
606|P|7050|7051||
607|D|7052|7053||
608|P|7054|7055||
609|P|7056|7057||
610|C|7058|7059||
611|P|7060|7061||
612|P|7062|7063||
613|P|7064|7065||
614|T|7066|7067||
615|P|7068|7069||
616|D|7070|7071||
617|P|7072|7073||
618|P|7074|7075||
619|P|7076|7077||
620|D|7078|7079||
621|P|7080|7081||
622|C|7082|7083||
623|C|7084|7085||
624|C|7086|7087||
625|T|7088|7089||
626|C|7090|7091||
627|C|7092|7093||
628|C|7094|7095||
629|C|7096|7097||
630|C|7098|7099||
631|C|7100|7101||
632|C|7102|7103||
633|C|7104|7105||
634|C|7106|7107||
635|C|7108|7109||
636|C|7110|7111||
637|D|7112|7113||
638|P|7114|7115||
639|P|7116|7117||
640|C|7118|7119||
641|P|7120|7121||
642|P|7122|7123||
643|P|7124|7125||
644|T|7126|7127||
645|P|7128|7129||
646|D|7130|7131||
647|D|7132|7133||
648|P|7134|7135||
649|P|7136|7137||
650|D|7138|7139||
651|D|7140|7141||
652|P|7142|7143||
653|P|7144|7145||
654|D|7146|7147||
655|D|7148|7149||
656|P|7150|7151||
657|P|7152|7153||
658|C|7154|7155||
659|C|7156|7157||
660|P|7158|7159||
661|D|7160|7161||
662|P|7162|7163||
663|P|7164|7165||
664|C|7166|7167||
665|C|7168|7169||
666|P|7170|7171||
667|D|7172|7173||
668|T|7174|7175||
669|D|7176|7177||
670|P|7178|7179||
671|P|7180|7181||
672|T|7182|7183||
673|T|7184|7185||
674|T|7186|7187||
675|P|7188|7189||
676|P|7190|7191||
677|P|7192|7193||
678|P|7194|7195||
679|D|7196|7197||
680|T|7198|7199||
681|T|7200|7201||
682|D|7202|7203||
683|PD|7204|7205||
684|T|7206|7207||
685|P|7208|7209||
686|T|7210|7211||
687|D|7212|7213||
688|P|7214|7215||
689|P|7216|7217||
690|P|7218|7219||
691|P|7220|7221||
692|P|7222|7223||
693|P|7224|7225||
694|P|7226|7227||
695|P|7228|7229||
696|P|7230|7231||
697|D|7232|7233||
698|P|7234|7235||
699|D|7236|7237||
700|P|7238|7239||
701|P|7240|7241||
702|C|7242|7243||
703|D|7244|7245||
704|P|7246|7247||
705|P|7248|7249||
706|P|7250|7251||
707|P|7252|7253||
708|P|7254|7255||
709|P|7256|7257||
710|D|7258|7259||
711|P|7260|7261||
712|T|7262|7263||
713|T|7264|7265||
714|T|7266|7267||
715|P|7268|7269||
716|P|7270|7271||
717|P|7272|7273||
718|P|7274|7275||
719|T|7276|7277||
720|T|7278|7279||
721|T|7280|7281||
722|P|7282|7283||
723|P|7284|7285||
724|P|7286|7287||
725|C|7288|7289||
726|P|7290|7291||
727|P|7292|7293||
728|P|7294|7295||
729|D|7296|7297||
730|T|7298|7299||
731|D|7300|7301||
732|T|7302|7303||
733|D|7304|7305||
734|C|7306|7307||
735|D|7308|7309||
736|P|7310|7311||
737|D|7312|7313||
738|C|7314|7315||
739|C|7316|7317||
740|C|7318|7319||
741|P|7320|7321||
742|D|7322|7323||
743|P|7324|7325||
744|C|7326|7327||
745|P|7328|7329||
746|D|7330|7331||
747|D|7332|7333||
748|P|7334|7335||
749|P|7336|7337||
750|P|7338|7339||
751|P|7340|7341||
752|D|7342|7343||
753|D|7344|7345||
754|P|7346|7347||
755|C|7348|7349||
756|D|7350|7351||
757|C|7352|7353||
758|C|7354|7355||
759|T|7356|7357||
760|P|7358|7359||
761|P|7360|7361||
762|P|7362|7363||
763|P|7364|7365||
764|P|7366|7367||
765|P|7368|7369||
766|P|7370|7371||
767|P|7372|7373||
768|P|7374|7375||
769|P|7376|7377||
770|P|7378|7379||
771|P|7380|7381||
772|P|7382|7383||
773|T|7384|7385||
774|T|7386|7387||
775|P|7388|7389||
776|T|7390|7391||
777|D|7392|7393||
778|P|7394|7395||
779|P|7396|7397||
780|T|7398|7399||
781|T|7400|7401||
782|C|7402|7403||
783|T|7404|7405||
784|T|7406|7407||
785|C|7408|7409||
786|P|7410|7411||
787|P|7412|7413||
788|P|7414|7415||
789|T|7416|7417||
790|T|7418|7419||
791|T|7420|7421||
792|T|7422|7423||
793|T|7424|7425||
794|T|7426|7427||
795|P|7428|7429||
796|T|7430|7431||
797|T|7432|7433||
798|T|7434|7435||
799|D|7436|7437||
800|D|7438|7439||
801|C|7440|7441||
802|C|7442|7443||
803|C|7444|7445||
804|C|7446|7447||
805|D|7448|7449||
806|T|7450|7451||
807|P|7452|7453||
808|T|7454|7455||
809|P|7456|7457||
810|P|7458|7459||
811|D|7460|7461||
812|D|7462|7463||
813|P|7464|7465||
814|D|7466|7467||
815|D|7468|7469||
816|P|7470|7471||
817|P|7472|7473||
818|P|7474|7475||
819|T|7476|7477||
820|PC|7478|7479||
821|P|7480|7481||
822|P|7482|7483||
823|D|7484|7485||
824|P|7486|7487||
825|P|7488|7489||
826|P|7490|7491||
827|P|7492|7493||
828|P|7494|7495||
829|P|7496|7497||
830|P|7498|7499||
831|P|7500|7501||
832|C|7502|7503||
833|P|7504|7505||
834|P|7506|7507||
835|P|7508|7509||
836|P|7510|7511||
837|P|7512|7513||
838|P|7514|7515||
839|P|7516|7517||
840|P|7518|7519||
841|P|7520|7521||
842|C|7522|7523||
843|C|7524|7525||
844|C|7526|7527||
845|C|7528|7529||
846|C|7530|7531||
847|C|7532|7533||
848|C|7534|7535||
849|C|7536|7537||
850|C|7538|7539||
851|T|7540|7541||
852|T|7542|7543||
853|D|7544|7545||
854|P|7546|7547||
855|P|7548|7549||
856|P|7550|7551||
857|PD|7552|7553||
858|P|7554|7555||
859|D|7556|7557||
860|D|7558|7559||
861|P|7560|7561||
862|C|7562|7563||
863|T|7564|7565||
864|C|7566|7567||
865|C|7568|7569||
866|C|7570|7571||
867|PD|7572|7573||
868|T|7574|7575||
869|P|7576|7577||
870|D|7578|7579||
871|P|7580|7581||
872|C|7582|7583||
873|C|7584|7585||
874|C|7586|7587||
875|D|7588|7589||
876|C|7590|7591||
877|P|7592|7593||
878|P|7594|7595||
879|T|7596|7597||
880|P|7598|7599||
881|P|7600|7601||
882|D|7602|7603||
883|D|7604|7605||
884|D|7606|7607||
885|P|7608|7609||
886|D|7610|7611||
887|D|7612|7613||
888|P|7614|7615||
889|P|7616|7617||
890|D|7618|7619||
891|P|7620|7621||
892|P|7622|7623||
893|P|7624|7625||
894|T|7626|7627||
895|C|7628|7629||
896|D|7630|7631||
897|D|7632|7633||
898|P|7634|7635||
899|D|7636|7637||
900|C|7638|7639||
901|D|7640|7641||
902|P|7642|7643||
903|P|7644|7645||
904|P|7646|7647||
905|P|7648|7649||
906|T|7650|7651||
907|T|7652|7653||
908|T|7654|7655||
909|C|7656|7657||
910|D|7658|7659||
911|C|7660|7661||
912|D|7662|7663||
913|T|7664|7665||
914|D|7666|7667||
915|D|7668|7669||
916|T|7670|7671||
917|P|7672|7673||
918|C|7674|7675||
919|D|7676|7677||
920|D|7678|7679||
921|D|7680|7681||
922|D|7682|7683||
923|P|7684|7685||
924|P|7686|7687||
925|P|7688|7689||
926|C|7690|7691||
927|P|7692|7693||
928|C|7694|7695||
929|P|7696|7697||
930|P|7698|7699||
931|D|7700|7701||
932|D|7702|7703||
933|D|7704|7705||
934|D|7706|7707||
935|D|7708|7709||
936|P|7710|7711||
937|P|7712|7713||
938|P|7714|7715||
939|D|7716|7717||
940|C|7718|7719||
941|C|7720|7721||
942|C|7722|7723||
943|C|7724|7725||
944|P|7726|7727||
945|C|7728|7729||
946|P|7730|7731||
947|D|7732|7733||
948|D|7734|7735||
949|D|7736|7737||
950|P|7738|7739||
951|C|7740|7741||
952|P|7742|7743||
953|C|7744|7745||
954|C|7746|7747||
955|C|7748|7749||
956|C|7750|7751||
957|C|7752|7753||
958|C|7754|7755||
959|P|7756|7757||
960|P|7758|7759||
961|C|7760|7761||
962|C|7762|7763||
963|C|7764|7765||
964|C|7766|7767||
965|T|7768|7769||
966|T|7770|7771||
967|C|7772|7773||
968|P|7774|7775||
969|D|7776|7777||
970|P|7778|7779||
971|C|7780|7781||
972|D|7782|7783||
973|D|7784|7785||
974|D|7786|7787||
975|P|7788|7789||
976|T|7790|7791||
977|P|7792|7793||
978|D|7794|7795||
979|D|7796|7797||
980|P|7798|7799||
981|P|7800|7801||
982|D|7802|7803||
983|D|7804|7805||
984|P|7806|7807||
985|P|7808|7809||
986|D|7810|7811||
987|D|7812|7813||
988|P|7814|7815||
989|C|7816|7817||
990|C|7818|7819||
991|P|7820|7821||
992|D|7822|7823||
993|C|7824|7825||
994|C|7826|7827||
995|P|7828|7829||
996|D|7830|7831||
997|D|7832|7833||
998|D|7834|7835||
999|D|7836|7837||
1000|P|7838|7839||
1001|T|7840|7841||
1002|P|7842|7843||
1003|T|7844|7845||
1004|T|7846|7847||
1005|P|7848|7849||
1006|P|7850|7851||
1007|PD|7852|7853||
1008|PD|7854|7855||
1009|P|7856|7857||
1010|PD|7858|7859||
1011|P|7860|7861||
1012|P|7862|7863||
1013|D|7864|7865||
1014|P|7866|7867||
1015|P|7868|7869||
1016|P|7870|7871||
1017|P|7872|7873||
1018|P|7874|7875||
1019|D|7876|7877||
1020|PD|7878|7879||
1021|C|7880|7881||
1022|D|7882|7883||
1023|D|7884|7885||
1024|D|7886|7887||
1025|D|7888|7889||
1026|D|7890|7891||
1027|D|7892|7893||
1028|P|7894|7895||
1029|P|7896|7897||
1030|P|7898|7899||
1031|P|7900|7901||
1032|T|7902|7903||
1033|D|7904|7905||
1034|D|7906|7907||
1035|P|7908|7909||
1036|P|7910|7911||
1037|P|7912|7913||
1038|P|7914|7915||
1039|D|7916|7917||
1040|P|7918|7919||
1041|D|7920|7921||
1042|D|7922|7923||
1043|D|7924|7925||
1044|P|7926|7927||
1045|D|7928|7929||
1046|T|7930|7931||
1047|P|7932|7933||
1048|P|7934|7935||
1049|P|7936|7937||
1050|P|7938|7939||
1051|P|7940|7941||
1052|P|7942|7943||
1053|P|7944|7945||
1054|P|7946|7947||
1055|P|7948|7949||
1056|P|7950|7951||
1057|P|7952|7953||
1058|P|7954|7955||
1059|P|7956|7957||
1060|C|7958|7959||
1061|P|7960|7961||
1062|C|7962|7963||
1063|D|7964|7965||
1064|D|7966|7967||
1065|D|7968|7969||
1066|DC|7970|7971||
1067|D|7972|7973||
1068|P|7974|7975||
1069|P|7976|7977||
1070|P|7978|7979||
1071|P|7980|7981||
1072|P|7982|7983||
1073|C|7984|7985||
1074|C|7986|7987||
1075|P|7988|7989||
1076|P|7990|7991||
1077|P|7992|7993||
1078|P|7994|7995||
1079|T|7996|7997||
1080|P|7998|7999||
1081|P|8000|8001||
1082|P|8002|8003||
1083|P|8004|8005||
1084|P|8006|8007||
1085|P|8008|8009||
1086|P|8010|8011||
1087|P|8012|8013||
1088|D|8014|8015||
1089|P|8016|8017||
1090|P|8018|8019||
1091|P|8020|8021||
1092|T|8022|8023||
1093|P|8024|8025||
1094|P|8026|8027||
1095|P|8028|8029||
1096|P|8030|8031||
1097|T|8032|8033||
1098|D|8034|8035||
1099|T|8036|8037||
1100|T|8038|8039||
1101|T|8040|8041||
1102|P|8042|8043||
1103|P|8044|8045||
1104|C|8046|8047||
1105|P|8048|8049||
1106|P|8050|8051||
1107|P|8052|8053||
1108|D|8054|8055||
1109|D|8056|8057||
1110|D|8058|8059||
1111|T|8060|8061||
1112|D|8062|8063||
1113|P|8064|8065||
1114|P|8066|8067||
1115|P|8068|8069||
1116|D|8070|8071||
1117|D|8072|8073||
1118|P|8074|8075||
1119|P|8076|8077||
1120|C|8078|8079||
1121|P|8080|8081||
1122|P|8082|8083||
1123|P|8084|8085||
1124|P|8086|8087||
1125|P|8088|8089||
1126|P|8090|8091||
1127|P|8092|8093||
1128|P|8094|8095||
1129|P|8096|8097||
1130|P|8098|8099||
1131|P|8100|8101||
1132|P|8102|8103||
1133|D|8104|8105||
1134|P|8106|8107||
1135|P|8108|8109||
1136|D|8110|8111||
1137|D|8112|8113||
1138|D|8114|8115||
1139|D|8116|8117||
1140|C|8118|8119||
1141|DC|8120|8121||
1142|D|8122|8123||
1143|P|8124|8125||
1144|P|8126|8127||
1145|P|8128|8129||
1146|P|8130|8131||
1147|P|8132|8133||
1148|P|8134|8135||
1149|T|8136|8137||
1150|T|8138|8139||
1151|TD|8140|8141||
1152|P|8142|8143||
1153|P|8144|8145||
1154|T|8146|8147||
1155|T|8148|8149||
1156|T|8150|8151||
1157|T|8152|8153||
1158|P|8154|8155||
1159|P|8156|8157||
1160|P|8158|8159||
1161|P|8160|8161||
1162|P|8162|8163||
1163|P|8164|8165||
1164|D|8166|8167||
1165|P|8168|8169||
1166|P|8170|8171||
1167|P|8172|8173||
1168|C|8174|8175||
1169|D|8176|8177||
1170|T|8178|8179||
1171|T|8180|8181||
1172|D|8182|8183||
1173|D|8184|8185||
1174|D|8186|8187||
1175|D|8188|8189||
1176|D|8190|8191||
1177|D|8192|8193||
1178|D|8194|8195||
1179|D|8196|8197||
1180|P|8198|8199||
1181|D|8200|8201||
1182|P|8202|8203||
1183|D|8204|8205||
1184|D|8206|8207||
1185|T|8208|8209||
1186|TD|8210|8211||
1187|P|8212|8213||
1188|D|8214|8215||
1189|D|8216|8217||
1190|T|8218|8219||
1191|T|8220|8221||
1192|T|8222|8223||
1193|TD|8224|8225||
1194|P|8226|8227||
1195|D|8228|8229||
1196|D|8230|8231||
1197|T|8232|8233||
1198|T|8234|8235||
1199|T|8236|8237||
1200|P|8238|8239||
1201|P|8240|8241||
1202|P|8242|8243||
1203|P|8244|8245||
1204|P|8246|8247||
1205|P|8248|8249||
1206|P|8250|8251||
1207|P|8252|8253||
1208|T|8254|8255||
1209|P|8256|8257||
1210|P|8258|8259||
1211|P|8260|8261||
1212|P|8262|8263||
1213|P|8264|8265||
1214|P|8266|8267||
1215|C|8268|8269||
1216|P|8270|8271||
1217|P|8272|8273||
1218|P|8274|8275||
1219|P|8276|8277||
1220|P|8278|8279||
1221|T|8280|8281||
1222|T|8282|8283||
1223|P|8284|8285||
1224|P|8286|8287||
1225|P|8288|8289||
1226|T|8290|8291||
1227|D|8292|8293||
1228|D|8294|8295||
1229|P|8296|8297||
1230|C|8298|8299||
1231|C|8300|8301||
1232|C|8302|8303||
1233|C|8304|8305||
1234|C|8306|8307||
1235|T|8308|8309||
1236|C|8310|8311||
1237|C|8312|8313||
1238|P|8314|8315||
1239|C|8316|8317||
1240|C|8318|8319||
1241|D|8320|8321||
1242|P|8322|8323||
1243|C|8324|8325||
1244|C|8326|8327||
1245|C|8328|8329||
1246|C|8330|8331||
1247|D|8332|8333||
